storeid,completestorename,city,pct_negative,pct_neutral,pct_positive,review_count,top_complaint_aspect,top_praise_aspect
j309,Chef's Kitchen,Rawalpindi,19.444444444444446,8.333333333333332,72.22222222222221,36,taste,taste
o0fp,Cowboy,Sargodha,66.66666666666666,8.333333333333332,25.0,36,taste,taste
s6of,Thali Inn,Karachi,61.111111111111114,2.7777777777777777,36.11111111111111,36,taste,price
xsjp,Waffle & Corn by Noor-E-Sa,Karachi,58.333333333333336,2.7777777777777777,38.88888888888889,36,quantity,taste
bu26,Mama Mia,Multan,55.55555555555556,2.7777777777777777,41.66666666666667,36,quantity,taste
g4j7,Desi Dastarkhwan,Lahore,36.11111111111111,0.0,63.888888888888886,36,taste,taste
faja,Spicy One - Saba Branch,Karachi,55.55555555555556,2.7777777777777777,41.66666666666667,36,hygiene,taste
kzck,Unique Kitchen,Gujranwala,25.0,2.7777777777777777,72.22222222222221,36,taste,taste
yuzx,Ahmad's Kitchen,Lahore,30.555555555555557,16.666666666666664,52.77777777777778,36,delivery_rider,taste
n76d,19B Chinese & Thai,Lahore,55.55555555555556,5.555555555555555,38.88888888888889,36,taste,taste
k13g,Feast fusion,Lahore,33.33333333333333,8.333333333333332,58.333333333333336,36,taste,taste
nmlx,Foodie Craves,Rawalpindi,25.0,0.0,75.0,36,taste,taste
z1ec,Wingrees,Rawalpindi,44.44444444444444,8.333333333333332,47.22222222222222,36,taste,taste
k9ah,Kitchen Queen,Bahawalpur,5.555555555555555,36.11111111111111,58.333333333333336,36,delivery_rider,taste
r4i3,Suaad Bites,Islamabad,44.44444444444444,8.333333333333332,47.22222222222222,36,taste,taste
n8qu,Hot N Spicy - Fazal Town,Rawalpindi,77.77777777777779,5.555555555555555,16.666666666666664,36,taste,delivery_rider
al56,Cafe Mest,Karachi,36.11111111111111,2.7777777777777777,61.111111111111114,36,taste,taste
amzt,White's Castle - Sheikhupura,Sheikhupura,22.22222222222222,11.11111111111111,66.66666666666666,36,taste,taste
nlmb,Bun stop,Karachi,38.88888888888889,8.333333333333332,52.77777777777778,36,taste,taste
ktd7,FUNGHI E-7,Islamabad,50.0,0.0,50.0,36,taste,taste
